,AlphaBulletCapDot,AlphaBulletCapPar,AlphaBulletDot,AlphaBulletPar,ArticleNo,Class,DigitBulletDot,DigitBulletPar,Filename,FirstPatternOffset,FirstWordInCapitalOffset,LongestMatchingPattern,MatchedPatternsCount,MatchingBigrams,MatchingUnigrams,OrgMatchingBigrams,OrgMatchingUnigrams,OrgPrediction,OrgTotalMatchingCharacters,PrevAlphaBulletCapDot,PrevAlphaBulletCapPar,PrevAlphaBulletDot,PrevAlphaBulletPar,PrevDigitBulletDot,PrevDigitBulletPar,RawParagraph,RawParagraphLength,RespAPrediction,StemmedParagraph,StemmedParagraphLength,SumMatchingEntries,SumMatchingEntriesLength,TotalMatchingCharacters,TotalMatchingRatio,TotalPrediction,UnqMatchedPatternsCount,UnqMatchingBigrams,UnqMatchingUnigrams,WordsInCapital
25,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,22,16,16,0,0,1,Non-Org,5,0,0,0,1,0,0,"ββ) Ο σχεδιασμός, η υλοποίηση, η παρακολούθηση και 
η αξιολόγηση δράσεων στους τομείς του περιβάλλοντος, 
της χωροταξίας, της πολεοδομίας, των υποδομών, ώστε 
να λαμβάνονται υπόψη ισότιμα οι ανάγκες γυναικών και 
ανδρών σε κεντρικό και περιφερειακό επίπεδο.",257,RespA,ΒΒ ΣΧΕΔΙΑΣΜ ΥΛΟΠΟΙΗΣ ΠΑΡΑΚΟΛΟΥΘΗΣ ΑΞΙΟΛΟΓΗΣ ΔΡΑΣ ΤΟΜ ΠΕΡΙΒΑΛΛΟΝΤ ΧΩΡΟΤΑΞ ΠΟΛΕΟΔΟΜ ΥΠΟΔΟΜ ΛΑΜΒΑΝ ΙΣΟΤΙΜ ΑΝΑΓΚ ΓΥΝΑΙΚ ΑΝΔΡ ΚΕΝΤΡ ΠΕΡΙΦΕΡΕΙΑΚ ΕΠΙΠΕΔΟ.,147,49,742,235,1.598639456,RespA,16,16,0,0
26,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,42,17,8,3,5,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Η προώθηση και ενσωμάτωση μέτρων ισότητας 
ανάμεσα στα δύο φύλα (gender mainstreaming) σε τομείς όπως ο πολιτικός, ο οικονομικός, ο πολιτιστικός, ο 
κοινωνικός, για την πρόληψη και την εξάλειψη των διακρίσεων λόγω φύλου, σε συνεργασία με τις συναρμόδιες 
οργανικές μονάδες της Γ.Γ.Ι.Φ. και άλλους φορείς.",308,RespA,ΓΓ ΠΡΟΩΘΗΣ ΕΝΣΩΜΑΤΩΣ ΜΕΤΡ ΙΣΟΤΗΤ ΔΥΟ ΦΥΛ GENDER MAINSTREAMING ΤΟΜ ΠΟΛΙΤ ΟΙΚΟΝΟΜ ΠΟΛΙΤΙΣΤ ΚΟΙΝΩΝ ΠΡΟΛΗΨ ΕΞΑΛΕΙΨ ΔΙΑΚΡΙΣ ΦΥΛ ΣΥΝΕΡΓΑΣ ΣΥΝΑΡΜΟΔ ΟΡΓΑΝ ΜΟΝΑΔ Γ.Γ.Ι.Φ. ΦΟΡΕΙΣ.,169,96,685,66,0.3905325444,RespA,8,3,5,1
27,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,19,5,1,4,0,0,Non-Org,0,0,0,0,1,0,0,"δδ) Η παρακολούθηση των αναπτυξιακών ή άλλων 
προγραμμάτων και έργων, καθώς και η αξιολόγηση πολιτικών ισότητας που περιέχονται στα προγράμματα 
αυτά.",150,RespA,ΔΔ ΠΑΡΑΚΟΛΟΥΘΗΣ ΑΝΑΠΤΥΞΙΑΚ ΠΡΟΓΡΑΜΜ ΕΡΓ ΑΞΙΟΛΟΓΗΣ ΠΟΛΙΤ ΙΣΟΤΗΤ ΠΕΡΙΕΧ ΠΡΟΓΡΑΜΜ ΑΥΤΑ.,84,115,1200,52,0.619047619,RespA,5,1,4,0
28,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,11,4,0,4,0,0,Non-Org,0,0,0,0,1,0,0,εε) Η προώθηση των θεμάτων περιφερειακής ανάπτυξης αναφορικά με την ισότητα των φύλων.,86,RespA,ΕΕ ΠΡΟΩΘΗΣ ΘΕΜ ΠΕΡΙΦΕΡΕΙΑΚ ΑΝΑΠΤΥΞ ΑΝΑΦΟΡ ΙΣΟΤΗΤ ΦΥΛΩΝ.,55,67,550,30,0.5454545455,RespA,4,0,4,0
29,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,5,11,5,1,4,0,0,Non-Org,0,0,0,0,1,0,0,"ηη) Η συνεργασία με τις Μη Κυβερνητικές Οργανώσεις 
(Μ.Κ.Ο.), που δραστηριοποιούνται σε θέματα ισότητας 
των φύλων.",115,RespA,ΗΗ ΣΥΝΕΡΓΑΣ ΚΥΒΕΡΝΗΤ ΟΡΓΑΝΩΣ Μ.Κ.Ο. ΔΡΑΣΤΗΡΙΟΠΟ ΘΕΜ ΙΣΟΤΗΤ ΦΥΛΩΝ.,65,108,844,44,0.6769230769,RespA,5,1,4,4
30,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,2,10,5,1,4,0,0,Non-Org,0,0,0,0,1,0,0,"β) Τμήμα Εκπαίδευσης και Κατάρτισης 
αα) Η προώθηση μέτρων για την εφαρμογή των πολιτικών ισότητας των φύλων στην εκπαίδευση.",125,RespA,Β ΤΜΗΜ ΕΚΠΑΙΔΕΥΣ ΚΑΤΑΡΤΙΣ ΑΑ ΠΡΟΩΘΗΣ ΜΕΤΡ ΕΦΑΡΜΟΓ ΠΟΛΙΤ ΙΣΟΤΗΤ ΦΥΛ ΕΚΠΑΙΔΕΥΣΗ.,78,134,999,38,0.4871794872,RespA,5,1,4,3
31,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,18,6,3,3,0,1,Non-Org,5,0,0,0,1,0,0,"ββ) Η εκπόνηση μελετών, ερευνών, εκπαιδευτικών 
προγραμμάτων και η αξιολόγηση τους, σε συνεργασία 
με συναρμόδιους φορείς και κοινωνικούς εταίρους, σε 
θέματα ισότητας.",168,RespA,ΒΒ ΕΚΠΟΝΗΣ ΜΕΛΕΤ ΕΡΕΥΝ ΕΚΠΑΙΔΕΥΤ ΠΡΟΓΡΑΜΜ ΑΞΙΟΛΟΓΗΣ ΣΥΝΕΡΓΑΣ ΣΥΝΑΡΜΟΔ ΦΟΡ ΚΟΙΝΩΝ ΕΤΑΙΡ ΘΕΜ ΙΣΟΤΗΤΑΣ.,100,69,677,67,0.67,RespA,6,3,3,0
32,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,19,14,7,3,4,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Η συνεργασία με φορείς, σε εθνικό, ευρωπαϊκό 
και διεθνές επίπεδο, για εκπαιδευτικά θέματα, συναφή 
με την αποστολή της Γ.Γ.Ι.Φ.",132,RespA,ΓΓ ΣΥΝΕΡΓΑΣ ΦΟΡ ΕΘΝ ΕΥΡΩΠΑΙΚ ΔΙΕΘΝ ΕΠΙΠΕΔ ΕΚΠΑΙΔΕΥΤ ΘΕΜ ΣΥΝΑΦ ΑΠΟΣΤΟΛ Γ.Γ.Ι.Φ.,78,63,510,65,0.8333333333,RespA,7,3,4,1
33,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,22,14,4,3,1,0,0,Non-Org,0,0,0,0,1,0,0,"δδ) Η συνεργασία με φορείς, σε εθνικό, ευρωπαϊκό και 
διεθνές επίπεδο, για την καταπολέμηση των στερεοτύπων λόγω φύλου που προβάλλονται από τα Μ.Μ.Ε.",149,RespA,ΔΔ ΣΥΝΕΡΓΑΣ ΦΟΡ ΕΘΝ ΕΥΡΩΠΑΙΚ ΔΙΕΘΝ ΕΠΙΠΕΔ ΚΑΤΑΠΟΛΕΜΗΣ ΣΤΕΡΕΟΤΥΠ ΦΥΛ ΠΡΟΒΑΛΛ Μ.Μ.Ε.,82,19,160,44,0.5365853659,RespA,4,3,1,1
34,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,2,0,0,0,0,0,0,Non-Org,0,0,0,0,1,0,0,γ) Τμήμα Απασχόλησης.,21,Non-RespA,Γ ΤΜΗΜ ΑΠΑΣΧΟΛΗΣΗΣ.,19,0,0,0,0,RespA,0,0,0,1
35,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,16,10,4,6,0,1,Non-Org,5,0,0,0,1,0,0,"αα) Ο σχεδιασμός, η παρακολούθηση ενεργειών, που 
αφορούν στην αντιμετώπιση της ανεργίας των γυναικών 
με ειδικές δράσεις και στην αξιοποίηση του γυναικείου 
ανθρώπινου δυναμικού στο σύνολο των εθνικών (περιφερειακών και τοπικών) και ευρωπαϊκών παρεμβάσεων, 
μέσω της προώθησης στην απασχόληση.",294,RespA,ΑΑ ΣΧΕΔΙΑΣΜ ΠΑΡΑΚΟΛΟΥΘΗΣ ΕΝΕΡΓΕΙ ΑΦΟΡ ΑΝΤΙΜΕΤΩΠΙΣ ΑΝΕΡΓ ΓΥΝΑΙΚ ΕΙΔΙΚ ΔΡΑΣ ΑΞΙΟΠΟΙΗΣ ΓΥΝΑΙΚΕΙ ΑΝΘΡΩΠΙΝ ΔΥΝΑΜ ΣΥΝΟΛ ΕΘΝ ΠΕΡΙΦΕΡΕΙΑΚ ΤΟΠ ΕΥΡΩΠΑΙΚ ΠΑΡΕΜΒΑΣ ΜΕΣ ΠΡΟΩΘΗΣ ΑΠΑΣΧΟΛΗΣΗ.,175,148,1323,102,0.5828571429,RespA,10,4,6,0
36,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,9,4,0,4,0,0,Non-Org,0,0,0,0,1,0,0,ββ) Η εκπόνηση μελετών και προγραμμάτων κατάρτισης και η αξιολόγηση τους.,73,RespA,ΒΒ ΕΚΠΟΝΗΣ ΜΕΛΕΤ ΠΡΟΓΡΑΜΜ ΚΑΤΑΡΤΙΣ ΑΞΙΟΛΟΓΗΣ ΤΟΥΣ.,50,145,1036,29,0.58,RespA,4,0,4,0
37,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,22,7,3,4,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Ο σχεδιασμός, η υλοποίηση, η παρακολούθηση 
και η αξιολόγηση νέων προτύπων παρέμβασης, που 
στοχεύουν στην προώθηση της απασχόλησης, χωρίς 
διακρίσεις λόγω φύλου.",166,RespA,ΓΓ ΣΧΕΔΙΑΣΜ ΥΛΟΠΟΙΗΣ ΠΑΡΑΚΟΛΟΥΘΗΣ ΑΞΙΟΛΟΓΗΣ ΝΕ ΠΡΟΤΥΠ ΠΑΡΕΜΒΑΣ ΣΤΟΧΕΥ ΠΡΟΩΘΗΣ ΑΠΑΣΧΟΛΗΣ ΔΙΑΚΡΙΣ ΦΥΛΟΥ.,102,47,524,90,0.8823529412,RespA,7,3,4,0
38,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,2,11,1,0,1,0,0,Non-Org,0,0,0,0,1,0,0,"γ) Τμήμα Αντιμετώπισης της Βίας λόγω φύλου,",43,Non-RespA,Γ ΤΜΗΜ ΑΝΤΙΜΕΤΩΠΙΣ ΒΙ ΦΥΛ,25,11,121,11,0.44,RespA,1,0,1,2
39,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,2,10,1,0,1,0,0,Non-Org,0,0,0,0,1,0,0,δ) Συμβουλευτικά Κέντρα.,24,Non-RespA,Δ ΣΥΜΒΟΥΛΕΥΤ ΚΕΝΤΡΑ.,20,3,30,10,0.5,RespA,1,0,1,1
40,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,50,14,17,2,15,0,1,Non-Org,6,0,0,0,1,0,0,"αα) Η επεξεργασία, η εισήγηση και προώθηση μέτρων 
για την εφαρμογή της αρχής της ίσης μεταχείρισης 
μεταξύ ανδρών και γυναικών σε θέματα όρων αμοιβής 
και συνθηκών εργασίας, επαγγελματικής δραστηριότητας και εξέλιξης σε θέσεις ευθύνης και στα ζητήματα 
αξιολόγησης προσωπικού, με την συνεργασία όλων 
των αρμόδιων θεσμικών φορέων και μηχανισμών της 
Πολιτείας.",361,RespA,ΑΑ ΕΠΕΞΕΡΓΑΣ ΕΙΣΗΓΗΣ ΠΡΟΩΘΗΣ ΜΕΤΡ ΕΦΑΡΜΟΓ ΑΡΧ ΙΣ ΜΕΤΑΧΕΙΡΙΣ ΑΝΔΡ ΓΥΝΑΙΚ ΘΕΜ ΟΡ ΑΜΟΙΒ ΣΥΝΘΗΚ ΕΡΓΑΣ ΕΠΑΓΓΕΛΜΑΤ ΔΡΑΣΤΗΡΙΟΤΗΤ ΕΞΕΛΙΞ ΘΕΣ ΕΥΘΥΝ ΖΗΤΗΜ ΑΞΙΟΛΟΓΗΣ ΠΡΟΣΩΠ ΣΥΝΕΡΓΑΣ ΑΡΜΟΔ ΘΕΣΜ ΦΟΡ ΜΗΧΑΝΙΣΜ ΠΟΛΙΤΕΙΑΣ.,205,282,2235,124,0.6048780488,Irrelevant,17,2,15,1
41,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,17,11,4,7,0,1,Non-Org,5,0,0,0,1,0,0,"ββ) Η συνεργασία με κοινωνικούς εταίρους και η 
ανταλλαγή και διάχυση της πληροφόρησης, καλών πρακτικών, συμπεριλαμβανομένης της παρακολούθησης των 
καλών πρακτικών στο χώρο εργασίας των συλλογικών 
συμβάσεων εργασίας και του κοινωνικού διαλόγου.",246,RespA,ΒΒ ΣΥΝΕΡΓΑΣ ΚΟΙΝΩΝ ΕΤΑΙΡ ΑΝΤΑΛΛΑΓ ΔΙΑΧΥΣ ΠΛΗΡΟΦΟΡΗΣ ΚΑΛ ΠΡΑΚΤ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝ ΠΑΡΑΚΟΛΟΥΘΗΣ ΚΑΛ ΠΡΑΚΤ ΧΩΡ ΕΡΓΑΣ ΣΥΛΛΟΓ ΣΥΜΒΑΣ ΕΡΓΑΣ ΚΟΙΝΩΝ ΔΙΑΛΟΓΟΥ.,149,158,1547,106,0.711409396,Irrelevant,10,3,7,0
42,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,10,4,0,4,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Η εναρμόνιση επαγγελματικών και οικογενειακών 
υποχρεώσεων και η βελτίωση της ποιότητας ζωής.",97,RespA,ΓΓ ΕΝΑΡΜΟΝΙΣ ΕΠΑΓΓΕΛΜΑΤ ΟΙΚΟΓΕΝΕΙΑΚ ΥΠΟΧΡΕΩΣ ΒΕΛΤΙΩΣ ΠΟΙΟΤΗΤ ΖΩΗΣ.,66,42,352,33,0.5,Irrelevant,4,0,4,0
43,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,7,6,0,6,0,0,Non-Org,0,0,0,0,1,0,0,"δδ) Η εισήγηση και προώθηση μέτρων για την εφαρμογή της αρχής ίσης μεταχείρισης ανδρών και γυναικών 
σε ζητήματα κοινωνικής ασφάλισης.",134,RespA,ΔΔ ΕΙΣΗΓΗΣ ΠΡΟΩΘΗΣ ΜΕΤΡ ΕΦΑΡΜΟΓ ΑΡΧ ΙΣ ΜΕΤΑΧΕΙΡΙΣ ΑΝΔΡ ΓΥΝΑΙΚ ΖΗΤΗΜ ΚΟΙΝΩΝ ΑΣΦΑΛΙΣΗΣ.,85,98,567,33,0.3882352941,Irrelevant,6,0,6,0
44,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,2,14,2,1,1,0,0,Non-Org,0,0,0,0,1,0,0,β) Τμήμα Κοινωνικής Προστασίας και Υγείας:,42,Non-RespA,Β ΤΜΗΜ ΚΟΙΝΩΝ ΠΡΟΣΤΑΣ ΥΓΕΙ,26,12,68,18,0.6923076923,Irrelevant,2,1,1,3
45,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,7,6,0,6,0,0,Non-Org,0,0,0,0,1,0,0,"αα) Η εισήγηση και προώθηση μέτρων για την εφαρμογή της αρχής ίσης μεταχείρισης ανδρών και γυναικών 
σε ζητήματα κοινωνικής προστασίας.",135,RespA,ΑΑ ΕΙΣΗΓΗΣ ΠΡΟΩΘΗΣ ΜΕΤΡ ΕΦΑΡΜΟΓ ΑΡΧ ΙΣ ΜΕΤΑΧΕΙΡΙΣ ΑΝΔΡ ΓΥΝΑΙΚ ΖΗΤΗΜ ΚΟΙΝΩΝ ΠΡΟΣΤΑΣΙΑΣ.,86,98,567,33,0.3837209302,Irrelevant,6,0,6,0
46,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,11,10,0,10,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Η επεξεργασία και προώθηση μέτρων για την αντιμετώπιση διακρίσεων λόγω φύλου, που αντιμετωπίζουν 
άτομα που ανήκουν σε ευπαθείς κοινωνικές ομάδες 
(μετανάστες, πρόσφυγες, αρχηγοί μονογονεϊκών οικογενειών κ.λπ.) με στόχο την κοινωνική ένταξη τους και 
την κοινωνική συνοχή.",276,RespA,ΒΒ ΕΠΕΞΕΡΓΑΣ ΠΡΟΩΘΗΣ ΜΕΤΡ ΑΝΤΙΜΕΤΩΠΙΣ ΔΙΑΚΡΙΣ ΦΥΛ ΑΝΤΙΜΕΤΩΠΙΖ ΑΤΟΜ ΑΝΗΚ ΕΥΠΑΘ ΚΟΙΝΩΝ ΟΜΑΔ ΜΕΤΑΝΑΣΤ ΠΡΟΣΦΥΓ ΑΡΧΗΓ ΜΟΝΟΓΟΝΕΙΚ ΟΙΚΟΓΕΝΕΙ Κ.ΛΠ. ΣΤΟΧ ΚΟΙΝΩΝ ΕΝΤΑΞ ΚΟΙΝΩΝ ΣΥΝΟΧΗ.,172,162,1032,61,0.3546511628,Irrelevant,10,0,10,0
47,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,8,6,0,6,0,0,Non-Org,0,0,0,0,1,0,0,"αα) Η εισήγηση και η προώθηση μέτρων για την εξάλειψη κάθε μορφής βίας λόγω φύλου (σωματικής, σεξουαλικής, ψυχολογικής), σε συνεργασία και με άλλους 
φορείς.",157,RespA,ΑΑ ΕΙΣΗΓΗΣ ΠΡΟΩΘΗΣ ΜΕΤΡ ΕΞΑΛΕΙΨ ΜΟΡΦ ΒΙ ΦΥΛ ΣΩΜΑΤ ΣΕΞΟΥΑΛ ΨΥΧΟΛΟΓ ΣΥΝΕΡΓΑΣ ΦΟΡΕΙΣ.,82,154,1047,35,0.4268292683,RespA,6,0,6,0
48,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,12,4,1,3,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Η παρακολούθηση μελετών και ερευνών σε θέματα 
πρόληψης και αντιμετώπισης της βίας.",87,RespA,ΒΒ ΠΑΡΑΚΟΛΟΥΘΗΣ ΜΕΛΕΤ ΕΡΕΥΝ ΘΕΜ ΠΡΟΛΗΨ ΑΝΤΙΜΕΤΩΠΙΣ ΒΙΑΣ.,56,74,862,40,0.7142857143,RespA,4,1,3,0
49,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,14,4,0,4,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Η ευαισθητοποίηση της κοινωνίας σε θέματα βίας 
και εμπορίας ανθρώπων (παράνομη διακίνηση).",95,RespA,ΓΓ ΕΥΑΙΣΘΗΤΟΠΟΙΗΣ ΚΟΙΝΩΝ ΘΕΜ ΒΙ ΕΜΠΟΡ ΑΝΘΡΩΠ ΠΑΡΑΝΟΜ ΔΙΑΚΙΝΗΣ .,63,43,299,34,0.5396825397,RespA,4,0,4,0
50,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,4,13,4,1,3,0,2,Non-Org,13,0,0,0,1,0,0,"δ) Οι αρμοδιότητες των Συμβουλευτικών Κέντρων, που 
λειτουργούν σε επίπεδο Γραφείου, υπαγόμενα απευθείας στη Διεύθυνση Εργασιακών σχέσεων και Κοινωνικής 
Πολιτικής, είναι:",171,RespA,Δ ΑΡΜΟΔΙΟΤΗΤ ΣΥΜΒΟΥΛΕΥΤ ΚΕΝΤΡ ΛΕΙΤΟΥΡΓ ΕΠΙΠΕΔ ΓΡΑΦΕΙ ΥΠΑΓΟΜΕΝ ΑΠΕΥΘΕΙ ΔΙΕΥΘΥΝΣ ΕΡΓΑΣΙΑΚ ΣΧΕΣ ΚΟΙΝΩΝ ΠΟΛΙΤ,105,26,182,35,0.3333333333,RespA,4,1,3,7
51,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,6,1,0,1,0,0,Non-Org,0,0,0,0,1,0,0,αα) Η ψυχο−κοινωνική στήριξη σε θύματα βίας.,44,RespA,ΑΑ ΨΥΧ ΚΟΙΝΩΝ ΣΤΗΡΙΞ ΘΥΜ ΒΙΑΣ.,30,4,24,6,0.2,RespA,1,0,1,0
52,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,10,3,0,3,0,1,Non-Org,5,0,0,0,1,0,0,ββ) Η παροχή νομικής πληροφόρησης και συμβουλευτικής σε θέματα ισότητας.,72,RespA,ΒΒ ΠΑΡΟΧ ΝΟΜ ΠΛΗΡΟΦΟΡΗΣ ΣΥΜΒΟΥΛΕΥΤ ΘΕΜ ΙΣΟΤΗΤΑΣ.,48,47,290,25,0.5208333333,RespA,3,0,3,0
53,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,0,10,4,1,3,0,0,Non-Org,0,0,0,0,1,0,0,γγ) Η πληροφόρηση των πολιτών σε θέματα απασχόλησης και εργασιακών σχέσεων.,75,RespA,ΓΓ ΠΛΗΡΟΦΟΡΗΣ ΠΟΛΙΤ ΘΕΜ ΑΠΑΣΧΟΛΗΣ ΕΡΓΑΣΙΑΚ ΣΧΕΣΕΩΝ.,51,15,141,36,0.7058823529,RespA,4,1,3,0
54,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,7,12,3,1,2,0,1,Non-Org,5,0,0,0,1,0,0,"δδ) Η συνεργασία με φορείς, που διαθέτουν Συμβουλευτικά Κέντρα και ξενώνες φιλοξενίας θυμάτων βίας 
σε όλη τη χώρα.",115,RespA,ΔΔ ΣΥΝΕΡΓΑΣ ΦΟΡ ΔΙΑΘΕΤ ΣΥΜΒΟΥΛΕΥΤ ΚΕΝΤΡ ΞΕΝΩΝ ΦΙΛΟΞΕΝ ΘΥΜ ΒΙ ΧΩΡΑ.,66,7,66,28,0.4242424242,RespA,3,1,2,2
55,0,0,0,1,6,NoIdea,0,0,20080100017.pdf,0,10,17,6,4,2,0,1,Non-Org,5,0,0,0,1,0,0,"εε) Η καταγραφή και επεξεργασία στοιχείων, σε συνεργασία με το Τμήμα Τεκμηρίωσης, με βάση τα περιστατικά που αντιμετωπίζουν τα Συμβουλευτικά Κέντρα 
και την εμπειρία τους.",171,RespA,ΕΕ ΚΑΤΑΓΡΑΦ ΕΠΕΞΕΡΓΑΣ ΣΤΟΙΧΕΙ ΣΥΝΕΡΓΑΣ ΤΜΗΜ ΤΕΚΜΗΡΙΩΣ ΒΑΣ ΠΕΡΙΣΤΑΤ ΑΝΤΙΜΕΤΩΠΙΖ ΣΥΜΒΟΥΛΕΥΤ ΚΕΝΤΡ ΕΜΠΕΙΡ ΤΟΥΣ.,108,42,474,78,0.7222222222,RespA,6,4,2,4
56,0,0,0,0,7,NoIdea,1,0,20080100017.pdf,0,2,10,2,0,2,0,0,Org,0,0,0,0,0,1,0,2. Η Διεύθυνση Τεκμηρίωσης και Πληροφόρησης συγκροτείται από τα εξής τρία (3) Τμήματα:,86,Non-RespA,2. ΔΙΕΥΘΥΝΣ ΤΕΚΜΗΡΙΩΣ ΠΛΗΡΟΦΟΡΗΣ ΣΥΓΚΡΟΤΕΙΤΑ ΤΡ 3 ΤΜΗΜ,54,24,224,19,0.3518518519,Org,2,0,2,4
57,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,0,0,0,0,0,0,0,Non-Org,0,0,0,0,1,0,0,β) Πληροφόρησης.,16,Non-RespA,Β ΠΛΗΡΟΦΟΡΗΣΗΣ.,15,0,0,0,0,Irrelevant,0,0,0,0
58,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,0,0,0,0,0,0,0,Non-Org,0,0,0,0,1,0,0,γ) Βιβλιοθήκης.,15,Non-RespA,Γ ΒΙΒΛΙΟΘΗΚΗΣ.,14,0,0,0,0,Irrelevant,0,0,0,0
